case,frame_id,timestamp,is_keyframe_created,num_keyframes,num_mappoints,local_map_matches_before_pose,inlier_map_matches_after_pose,estimated_accum_path_m,estimated_frame_step_m,mask_ratio,ckf_accepted_depth_candidates,ckf_boundary_existing_supported_candidates,ckf_boundary_skipped_new_candidates,ckf_direct_vetoed_candidates,lm_delayed_rejected_boundary_pairs,lm_delayed_support_sum,lm_kept_pairs_after_boundary,lm_kept_pairs_after_delayed_boundary,lm_kept_static_pairs_after_instance,lm_promoted_geom_created,lm_promoted_geom_depth,lm_promoted_geom_enter,lm_promoted_geom_parallax,lm_promoted_geom_reproj1,lm_promoted_geom_reproj2,lm_promoted_geom_scale,lm_promoted_geom_triangulated,lm_quality_depth_support_sum,lm_quality_found_support_sum,lm_quality_frame_support_sum,lm_quality_raw_depth_support_sum,lm_quality_raw_support_sum,lm_quality_rejected_boundary_pairs,lm_quality_reliable_support_sum,lm_quality_residual_support_sum,lm_score_created,lm_score_geom_evaluated,lm_score_post_geom_rejected,lm_score_support_accepted,lm_score_support_candidates,lm_score_support_rejected,lm_skipped_boundary_pairs,lm_skipped_instance_pairs,lm_support_promoted_boundary_pairs,lm_v7_allowed,lm_v7_candidates,lm_v7_coverage_allowed,lm_v7_coverage_pressure,lm_v7_keyframe_pressure,lm_v7_lba_pressure,lm_v7_probation_culled_found_ratio,lm_v7_probation_culled_low_obs,lm_v7_probation_low_use_rejected,lm_v7_probation_matured,lm_v7_probation_pose_use_chi2_weight,lm_v7_probation_pose_use_chi2_weighted_sum,lm_v7_probation_pose_use_edges,lm_v7_probation_pose_use_inliers,lm_v7_probation_prebad,lm_v7_probation_residual_rejected,lm_v7_probation_score_recent,lm_v7_probation_survived,lm_v7_quota_rejected,lm_v7_rejected,lm_v7_scale_pressure,lm_v7_state_allowed,lm_v7_total_boundary_features,lm_v7_tracking_pressure,lm_v7_unmatched_boundary_cells,lm_v7_unmatched_boundary_features
wrpy_v7_repeat,316,1341846658.494176,1,204,4440,576,234,6.428713,0.040902,0.000000,562.0,0.0,0.0,0.0,0.0,0.0,,105.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,317,1341846658.526214,1,205,4546,628,261,6.449856,0.021142,0.000000,597.0,0.0,0.0,0.0,0.0,0.0,,14.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,318,1341846658.558129,1,206,4679,579,213,6.480000,0.030144,0.000000,622.0,0.0,0.0,0.0,0.0,0.0,,22.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,319,1341846658.594206,1,207,4895,534,115,6.495851,0.015852,0.000000,727.0,0.0,0.0,0.0,0.0,0.0,,6.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,322,1341846658.694141,1,208,4920,620,196,6.569751,0.027253,0.000000,821.0,0.0,0.0,0.0,0.0,0.0,,9.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,323,1341846658.726153,1,209,5061,657,207,6.600110,0.030358,0.000000,865.0,0.0,0.0,0.0,0.0,0.0,,15.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,324,1341846658.762100,1,210,5058,776,347,6.629458,0.029348,0.000000,897.0,0.0,0.0,0.0,0.0,0.0,,6.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,325,1341846658.794185,1,211,5062,754,322,6.659231,0.029772,0.000000,904.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,328,1341846658.894170,1,207,4915,710,281,6.773402,0.039074,0.000000,925.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,329,1341846658.926149,1,208,5074,708,332,6.794125,0.020723,0.000000,950.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,330,1341846658.962404,1,209,5170,780,415,6.822262,0.028137,0.000000,931.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,331,1341846658.994217,1,210,5159,814,431,6.845059,0.022797,0.000000,951.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,363,1341846660.066206,1,210,4925,704,307,7.337387,0.010185,0.000000,910.0,0.0,0.0,0.0,0.0,0.0,,4.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,364,1341846660.102245,1,211,4876,790,437,7.349594,0.012207,0.000000,942.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,365,1341846660.140244,1,212,4991,808,489,7.357404,0.007810,0.000000,886.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,366,1341846660.167903,1,213,5015,787,442,7.374985,0.017581,0.000000,869.0,0.0,0.0,0.0,0.0,0.0,,6.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,369,1341846660.270168,1,208,4799,662,220,7.414422,0.025438,0.005111,863.0,0.0,1.0,11.0,0.0,0.0,,22.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,370,1341846660.302258,1,209,4916,708,234,7.419094,0.004672,0.005335,908.0,1.0,1.0,15.0,0.0,0.0,,5.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,371,1341846660.334349,1,210,5001,748,343,7.436132,0.017037,0.000000,921.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,372,1341846660.370214,1,211,4988,739,405,7.441927,0.005795,0.000000,872.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,384,1341846660.770121,1,208,4687,659,294,7.643636,0.008055,0.007301,750.0,1.0,1.0,27.0,0.0,0.0,,9.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,385,1341846660.806117,1,209,4658,671,338,7.663667,0.020032,0.009762,741.0,1.0,0.0,33.0,0.0,0.0,,15.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,386,1341846660.838338,1,210,4760,672,342,7.669902,0.006235,0.007038,750.0,1.0,1.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,387,1341846660.870203,1,211,4750,672,339,7.682822,0.012920,0.009759,703.0,2.0,0.0,33.0,0.0,0.0,,13.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,389,1341846660.938063,1,208,4553,569,224,7.713880,0.016841,0.006501,650.0,0.0,0.0,25.0,0.0,0.0,,19.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,390,1341846660.974147,1,209,4596,616,308,7.729516,0.015637,0.008138,611.0,2.0,0.0,26.0,0.0,0.0,,14.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,391,1341846661.006234,1,210,4639,630,336,7.744755,0.015239,0.011488,580.0,3.0,2.0,29.0,0.0,0.0,,15.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,392,1341846661.038225,1,211,4611,611,285,7.777359,0.032604,0.005609,543.0,0.0,0.0,15.0,0.0,0.0,,27.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,404,1341846661.442211,1,208,4428,491,255,7.943498,0.023280,0.134453,433.0,0.0,6.0,138.0,0.0,0.0,,35.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,405,1341846661.474354,1,209,4395,530,306,7.949659,0.006161,0.147962,406.0,4.0,3.0,133.0,0.0,0.0,,21.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,406,1341846661.510169,1,210,4439,524,299,7.964117,0.014458,0.152021,375.0,1.0,2.0,150.0,0.0,0.0,,30.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,407,1341846661.542767,1,211,4462,503,295,7.981590,0.017473,0.176357,380.0,5.0,2.0,208.0,0.0,0.0,,15.0,15.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,412,1341846661.710142,1,211,4331,432,230,8.082507,0.019411,0.221657,325.0,8.0,4.0,275.0,0.0,0.0,,18.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,413,1341846661.742341,1,212,4360,405,186,8.088496,0.005988,0.230615,352.0,13.0,16.0,312.0,0.0,0.0,,11.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,414,1341846661.778063,1,213,4399,418,204,8.097932,0.009437,0.234570,321.0,7.0,13.0,323.0,0.0,0.0,,9.0,9.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,415,1341846661.810103,1,214,4409,393,204,8.104168,0.006236,0.238587,307.0,8.0,4.0,302.0,0.0,0.0,,8.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,418,1341846661.910222,1,212,4294,342,173,8.147182,0.011523,0.160645,290.0,6.0,35.0,207.0,0.0,0.0,,10.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,419,1341846661.946090,1,213,4325,364,197,8.160124,0.012942,0.136507,288.0,5.0,29.0,194.0,0.0,0.0,,11.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,420,1341846661.978208,1,214,4390,340,170,8.171365,0.011241,0.145859,295.0,5.0,14.0,211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,421,1341846662.010311,1,215,4414,324,150,8.177251,0.005886,0.149886,303.0,4.0,30.0,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,422,1341846662.046195,1,215,4378,302,144,8.187926,0.010675,0.117500,366.0,4.0,29.0,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,423,1341846662.078099,1,216,4377,294,153,8.196089,0.008163,0.124121,277.0,5.0,14.0,178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,424,1341846662.110672,1,217,4392,301,151,8.205961,0.009872,0.145221,254.0,6.0,7.0,179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,425,1341846662.146166,1,218,4393,292,146,8.211933,0.005972,0.108060,284.0,0.0,3.0,139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,426,1341846662.178168,1,219,4353,285,134,8.218339,0.006406,0.114391,255.0,6.0,4.0,164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,427,1341846662.214136,1,220,4364,280,111,8.230745,0.012406,0.120739,258.0,17.0,11.0,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,428,1341846662.246167,1,221,4380,285,148,8.238042,0.007298,0.092575,295.0,5.0,5.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,429,1341846662.278007,1,222,4382,281,133,8.244852,0.006809,0.090033,233.0,4.0,7.0,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,430,1341846662.314144,1,222,4325,273,138,8.261833,0.016981,0.087777,251.0,2.0,8.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,431,1341846662.346164,1,223,4311,266,145,8.264366,0.002533,0.088717,227.0,8.0,13.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,432,1341846662.378069,1,224,4318,274,139,8.272531,0.008165,0.085583,202.0,1.0,1.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,433,1341846662.414229,1,225,4323,278,135,8.278364,0.005833,0.085163,229.0,7.0,5.0,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,434,1341846662.446102,1,224,4284,250,128,8.283365,0.005000,0.071016,250.0,7.0,6.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,435,1341846662.482229,1,225,4305,229,111,8.285314,0.001950,0.066589,277.0,0.0,10.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,436,1341846662.514117,1,226,4330,226,127,8.287483,0.002169,0.064238,269.0,1.0,2.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,437,1341846662.546261,1,227,4349,226,117,8.291710,0.004227,0.060732,225.0,3.0,7.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,438,1341846662.582101,1,228,4324,232,136,8.303222,0.011512,0.059964,240.0,6.0,8.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,439,1341846662.620264,1,229,4342,223,132,8.305460,0.002239,0.064219,240.0,13.0,3.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,440,1341846662.650174,1,230,4352,242,131,8.306516,0.001056,0.057331,258.0,7.0,10.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,441,1341846662.682024,1,231,4355,241,148,8.307954,0.001438,0.049382,228.0,8.0,17.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,443,1341846662.750127,1,232,4310,219,128,8.315952,0.005020,0.050254,226.0,2.0,9.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,444,1341846662.782002,1,233,4334,210,137,8.321320,0.005369,0.040872,234.0,0.0,10.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,445,1341846662.814097,1,234,4380,217,133,8.329484,0.008163,0.042969,197.0,0.0,9.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,446,1341846662.850193,1,235,4392,230,148,8.353683,0.024200,0.047826,234.0,2.0,7.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,468,1341846663.586143,1,235,4330,291,132,8.533330,0.011864,0.000000,228.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,469,1341846663.622145,1,236,4270,315,158,8.543080,0.009750,0.000000,257.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,470,1341846663.654099,1,237,4286,309,170,8.551318,0.008238,0.000000,246.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,471,1341846663.686099,1,238,4299,294,145,8.579979,0.028660,0.000000,256.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,474,1341846663.786304,1,235,4293,286,105,8.641268,0.028638,0.000000,286.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,475,1341846663.822090,1,236,4333,396,153,8.656695,0.015427,0.000000,342.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,476,1341846663.854115,1,237,4363,415,238,8.686502,0.029807,0.000000,334.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,477,1341846663.890140,1,238,4374,416,123,8.726238,0.039736,0.000000,343.0,0.0,0.0,0.0,0.0,0.0,,29.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,478,1341846663.921987,1,236,4349,455,148,8.756154,0.029916,0.000000,444.0,0.0,0.0,0.0,0.0,0.0,,27.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,479,1341846663.954282,1,237,4401,535,257,8.791712,0.035558,0.000000,465.0,0.0,0.0,0.0,0.0,0.0,,44.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,480,1341846663.990370,1,238,4438,560,258,8.799648,0.007936,0.000000,462.0,0.0,0.0,0.0,0.0,0.0,,30.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,481,1341846664.022124,1,239,4460,542,226,8.825354,0.025706,0.000000,531.0,0.0,0.0,0.0,0.0,0.0,,98.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,523,1341846665.430162,1,236,4660,537,221,9.357515,0.021730,0.000000,957.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,524,1341846665.462226,1,237,4891,658,372,9.365174,0.007659,0.000000,976.0,0.0,0.0,0.0,0.0,0.0,,2.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,525,1341846665.498226,1,238,5105,754,429,9.379604,0.014430,0.000000,963.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,526,1341846665.530109,1,239,5069,800,508,9.388512,0.008908,0.000000,962.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,536,1341846665.866106,1,232,4903,546,305,9.486369,0.021510,0.000000,935.0,0.0,0.0,0.0,0.0,0.0,,12.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,538,1341846665.934076,1,233,4965,650,387,9.498912,0.006291,0.049707,866.0,9.0,4.0,101.0,0.0,0.0,,3.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,539,1341846665.966137,1,234,5138,697,440,9.506515,0.007604,0.041279,861.0,3.0,6.0,102.0,0.0,0.0,,3.0,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,540,1341846665.998149,1,235,5145,721,447,9.510335,0.003820,0.051989,853.0,1.0,8.0,122.0,0.0,0.0,,1.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,546,1341846666.202327,1,230,4932,517,338,9.568136,0.004311,0.070339,791.0,1.0,28.0,133.0,0.0,0.0,,4.0,4.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,548,1341846666.266322,1,231,5168,537,345,9.585675,0.011122,0.000000,915.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,549,1341846666.302195,1,232,5495,562,310,9.609213,0.023538,0.000000,908.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,550,1341846666.335080,1,233,5582,663,391,9.623419,0.014206,0.061849,799.0,39.0,13.0,181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,554,1341846666.470060,1,231,5279,529,314,9.641325,0.002392,0.056084,739.0,18.0,24.0,182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,555,1341846666.502190,1,232,5236,439,285,9.643472,0.002147,0.056732,677.0,13.0,34.0,217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,556,1341846666.534121,1,233,5369,479,315,9.653506,0.010034,0.064010,605.0,3.0,28.0,226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,557,1341846666.570131,1,234,5375,522,321,9.659695,0.006189,0.051755,647.0,14.0,16.0,199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,560,1341846666.670134,1,234,5182,371,226,9.688516,0.011387,0.054482,623.0,4.0,8.0,281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,566,1341846666.870483,1,235,5282,391,269,9.729335,0.007615,0.065273,570.0,8.0,37.0,271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,568,1341846666.937989,1,236,5214,384,266,9.742962,0.008525,0.078340,465.0,9.0,37.0,331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_v7_repeat,569,1341846666.970036,1,237,5261,397,267,9.751238,0.008275,0.072236,523.0,13.0,46.0,304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
