case,stage,frame,applied,reason,v21_reason,estimated_step,allowed_step,step_ratio,static_inliers,static_grid_coverage,dynamic_feature_grid_coverage,v21_chi2_increase_abs,v21_chi2_inflation_ratio,v21_inlier_ratio_delta,v22_dynamic_occlusion_residual_hazard,v23_current_segment_evidence,v23_segment_active,v23_recent_evidence_hits,v23_active_until_frame
whalfsphere_v22_default_current,track_local_map_post_pose,187,1,,accepted_v22_pose_chain_context,0.027613,0.018000,1.534051,251,0.045898,0.004232,2.802408,2.666906,-0.187251,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,188,1,,accepted_v22_pose_chain_context,0.046199,0.018000,2.566595,212,0.042318,0.003906,22.934470,13.118422,-0.630332,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,189,1,,accepted_v22_pose_chain_context,0.030270,0.018000,1.681695,253,0.049479,0.004883,4.227384,3.134944,-0.328063,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,202,1,,accepted_residual_verified,0.022456,0.018000,1.247535,249,0.047201,0.000000,0.372318,1.241031,-0.040161,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,206,1,,accepted_v22_pose_chain_context,0.023694,0.018000,1.316308,231,0.045247,0.000000,0.830446,1.546912,-0.064935,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,213,1,,accepted_residual_verified,0.020860,0.018000,1.158863,273,0.047526,0.000000,0.224093,1.123424,-0.032967,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,216,1,,accepted_residual_verified,0.021710,0.018000,1.297010,256,0.047852,0.000000,0.361693,1.200914,-0.035156,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,220,1,,accepted_v22_pose_chain_context,0.030939,0.018000,2.008713,264,0.041667,0.000000,4.292897,3.545728,-0.250000,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,221,1,,accepted_v22_pose_chain_context,0.032109,0.018000,2.084626,232,0.040365,0.000000,5.008096,3.719057,-0.327586,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,225,1,,accepted_v22_pose_chain_context,0.025865,0.018000,1.679277,94,0.017904,0.001302,0.186576,1.070891,-0.063830,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,226,1,,accepted_v22_pose_chain_context,0.030106,0.018000,1.946448,108,0.018880,0.000326,1.502871,1.670102,-0.055556,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,227,1,,accepted_v22_pose_chain_context,0.035636,0.018000,2.148339,126,0.024740,0.054036,2.860645,2.418341,-0.190476,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,233,0,v21_residual_verification_reject,v22_dynamic_occlusion_residual_reject,0.057885,0.018000,3.758126,64,0.012370,0.041341,90.825084,34.040707,-0.873016,1,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,234,0,v21_residual_verification_reject,v22_dynamic_occlusion_residual_reject,0.048170,0.018000,2.972487,86,0.018229,0.046549,236.630545,102.494052,-0.930233,1,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,235,0,v21_residual_verification_reject,v22_dynamic_occlusion_residual_reject,0.047585,0.018000,2.746496,81,0.018555,0.043620,210.847904,82.576670,-0.880000,1,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,236,0,v21_residual_verification_reject,v22_dynamic_occlusion_residual_reject,0.045347,0.018000,2.617338,65,0.014974,0.067057,61.118583,25.635701,-0.800000,1,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,237,0,v21_residual_verification_reject,v22_dynamic_occlusion_residual_reject,0.056327,0.018000,3.251070,97,0.019857,0.055339,165.496633,65.708663,-0.967391,1,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,238,0,v21_residual_verification_reject,v22_dynamic_occlusion_residual_reject,0.056848,0.018000,3.184943,105,0.020833,0.045898,142.419386,58.648243,-0.961905,1,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,239,0,v21_residual_verification_reject,v22_dynamic_occlusion_residual_reject,0.056769,0.018000,3.153835,94,0.022135,0.060872,80.669883,30.990747,-0.978723,1,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,240,0,v21_residual_verification_reject,v22_dynamic_occlusion_residual_reject,0.050060,0.018000,2.781096,133,0.024414,0.054362,53.395089,24.121540,-0.909774,1,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,241,1,,accepted_v22_pose_chain_context,0.024090,0.018000,1.338357,144,0.028971,0.051758,1.413690,1.643319,-0.138889,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,246,1,,accepted_v22_pose_chain_context,0.026693,0.018000,1.482943,105,0.023438,0.023438,2.009115,1.875497,-0.142857,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,247,1,,accepted_v22_pose_chain_context,0.050536,0.018000,2.807531,168,0.034505,0.017253,51.870125,20.859039,-0.791667,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,248,1,,accepted_v22_pose_chain_context,0.025339,0.018000,1.407715,136,0.030599,0.048503,1.596322,1.578748,-0.165414,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,249,1,,accepted_v22_pose_chain_context,0.027086,0.018000,1.504791,202,0.038086,0.041992,2.119271,1.926363,-0.178218,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,250,1,,accepted_v22_pose_chain_context,0.049940,0.018000,2.774442,174,0.035156,0.034831,37.249630,16.698189,-0.734104,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,253,1,,accepted_v22_pose_chain_context,0.030943,0.018000,1.719037,247,0.049154,0.027669,5.542704,3.437089,-0.363265,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,265,1,,accepted_residual_verified,0.019858,0.018000,1.103237,227,0.042969,0.038086,0.013770,1.006370,-0.004405,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,272,1,,accepted_v22_pose_chain_context,0.028584,0.018000,1.669941,246,0.042969,0.008464,3.100128,2.322560,-0.280488,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,326,1,,accepted_residual_verified,0.022246,0.018000,1.223117,150,0.031901,0.015951,0.080873,1.030143,-0.033333,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,358,1,,accepted_v22_pose_chain_context,0.024722,0.018000,1.216807,272,0.049479,0.003255,1.353979,1.605971,-0.139706,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,435,1,,accepted_v22_pose_chain_context,0.032199,0.018000,2.508529,261,0.048828,0.038411,3.984997,2.745900,-0.276265,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,436,1,,accepted_residual_verified,0.019607,0.018000,1.527537,251,0.043620,0.043294,0.034433,1.012820,-0.028689,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,440,1,,accepted_residual_verified,0.018090,0.018000,1.351296,240,0.047852,0.014323,0.000081,1.000033,0.000000,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,441,1,,accepted_v22_pose_chain_context,0.031327,0.018000,2.253618,248,0.045247,0.020182,6.542519,3.317082,-0.445344,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,442,1,,accepted_v22_pose_chain_context,0.021770,0.018000,1.566072,243,0.043945,0.024740,0.447712,1.165288,-0.083682,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,443,1,,accepted_residual_verified,0.018535,0.018000,1.247347,309,0.049805,0.000651,0.014845,1.005753,-0.009709,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,447,1,,accepted_residual_verified,0.018101,0.018000,1.005590,288,0.048177,0.021810,0.000982,1.000437,0.000000,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,448,1,,accepted_v22_pose_chain_context,0.021422,0.018000,1.190097,289,0.048177,0.029297,0.312303,1.122801,-0.052083,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,449,1,,accepted_v22_pose_chain_context,0.023126,0.018000,1.284763,261,0.041667,0.024414,1.133816,1.431028,-0.147287,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,451,1,,accepted_v22_pose_chain_context,0.023893,0.018000,1.327379,144,0.030273,0.034180,0.694371,1.245791,-0.126761,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,453,1,,accepted_residual_verified,0.018040,0.018000,1.002224,239,0.041667,0.060221,0.000910,1.000365,0.000000,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,455,1,,accepted_residual_verified,0.019128,0.018000,1.062648,248,0.043945,0.009766,0.069228,1.033975,-0.020325,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,456,1,,accepted_residual_verified,0.020853,0.018000,1.158521,230,0.040365,0.014323,0.309732,1.141458,-0.030837,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,460,1,,accepted_v22_pose_chain_context,0.022476,0.018000,1.248682,273,0.046549,0.056315,0.542695,1.225987,-0.056604,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,461,1,,accepted_v22_pose_chain_context,0.023677,0.018000,1.315370,235,0.041992,0.045898,0.755038,1.364357,-0.068966,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,462,1,,accepted_v22_pose_chain_context,0.029850,0.018000,1.658323,200,0.033854,0.049479,3.503800,2.449144,-0.252525,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,481,1,,accepted_v22_pose_chain_context,0.023782,0.018000,1.470503,256,0.046224,0.043945,0.716825,1.341178,-0.080000,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,491,1,,accepted_v22_pose_chain_context,0.035540,0.018000,2.812746,226,0.040690,0.033203,7.440032,4.310005,-0.491071,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,499,1,,accepted_residual_verified,0.018213,0.018000,1.555017,271,0.044922,0.036133,0.000389,1.000192,-0.003745,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,514,1,,accepted_residual_verified,0.019939,0.018000,1.450331,295,0.049805,0.047201,0.104683,1.049202,-0.024561,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,518,1,,accepted_v22_pose_chain_context,0.024065,0.018000,1.665106,273,0.043620,0.027669,0.735953,1.287855,-0.103448,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,526,1,,accepted_v22_pose_chain_context,0.026664,0.018000,1.698577,243,0.039388,0.062174,1.728017,1.724512,-0.163180,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,527,1,,accepted_v22_pose_chain_context,0.028095,0.018000,1.789710,262,0.042643,0.067057,2.209347,2.182237,-0.147860,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,528,1,,accepted_v22_pose_chain_context,0.049927,0.018000,3.098345,285,0.046549,0.062500,23.032288,15.620625,-0.800712,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,529,1,,accepted_v22_pose_chain_context,0.028205,0.018000,1.750323,282,0.046549,0.056966,2.344380,2.604767,-0.103571,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,541,1,,accepted_residual_verified,0.020090,0.018000,1.412442,175,0.031901,0.086589,0.175091,1.103726,-0.046512,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,543,1,,accepted_residual_verified,0.021084,0.018000,1.505484,135,0.024740,0.087891,0.083089,1.037466,-0.023077,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,544,1,,accepted_residual_verified,0.020894,0.018000,1.468942,183,0.031576,0.081706,0.290612,1.139735,-0.040000,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,554,1,,accepted_v22_pose_chain_context,0.024751,0.018000,1.825321,135,0.024089,0.083984,1.002800,1.507625,-0.080000,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,560,1,,accepted_residual_verified,0.020439,0.018000,1.698546,142,0.031576,0.063802,0.083711,1.044828,-0.022222,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,573,1,,accepted_residual_verified,0.023358,0.018000,1.876826,204,0.038086,0.010417,0.459606,1.311207,-0.034653,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,574,1,,accepted_residual_verified,0.022013,0.018000,1.768757,177,0.035482,0.011068,0.260278,1.168515,-0.028249,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,594,1,,accepted_residual_verified,0.018669,0.017541,1.915767,177,0.036784,0.028971,0.011005,1.006885,0.000000,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,598,1,,accepted_v22_pose_chain_context,0.023595,0.016976,2.501781,194,0.036784,0.030599,0.926935,1.561346,-0.057292,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,599,1,,accepted_residual_verified,0.024073,0.016976,2.552457,212,0.041341,0.026367,0.943996,1.660706,-0.047619,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,600,1,,accepted_residual_verified,0.023209,0.017275,2.418222,195,0.036458,0.023438,0.706968,1.492345,-0.015789,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,601,1,,accepted_v22_pose_chain_context,0.021771,0.017541,2.234109,179,0.035807,0.027995,0.405524,1.241714,-0.050847,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,602,1,,accepted_residual_verified,0.019642,0.018000,1.884436,174,0.031576,0.013346,0.053243,1.033411,0.000000,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,603,1,,accepted_residual_verified,0.018307,0.018000,1.611167,222,0.042643,0.013672,0.004612,1.002237,-0.009132,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,605,1,,accepted_residual_verified,0.026762,0.018000,2.387075,164,0.033529,0.030273,1.116354,1.930990,-0.025157,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,607,1,,accepted_residual_verified,0.020459,0.018000,1.766423,179,0.032552,0.031576,0.117266,1.078809,0.000000,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,609,1,,accepted_residual_verified,0.022556,0.018000,1.907689,157,0.028320,0.036458,0.405300,1.281614,-0.026846,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,613,1,,accepted_residual_verified,0.021894,0.018000,1.835617,146,0.028646,0.025391,0.174071,1.093239,-0.021429,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,614,1,,accepted_residual_verified,0.023182,0.018000,1.828479,128,0.023438,0.049479,0.415129,1.227757,-0.041667,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,617,1,,accepted_residual_verified,0.024876,0.018000,1.771970,149,0.025065,0.033203,0.675302,1.559456,-0.027211,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,618,1,,accepted_v22_pose_chain_context,0.025374,0.018000,1.724764,179,0.030273,0.037109,0.735746,1.501138,-0.078652,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,619,1,,accepted_residual_verified,0.029451,0.018000,1.991438,167,0.030924,0.035482,0.326136,1.243397,-0.035928,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,620,1,,accepted_residual_verified,0.019816,0.018000,1.329561,172,0.030599,0.032227,0.017175,1.012711,-0.006135,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,621,1,,accepted_residual_verified,0.019581,0.018000,1.237082,155,0.027018,0.041667,0.022640,1.015006,-0.006579,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,622,1,,accepted_residual_verified,0.021157,0.018000,1.257848,155,0.027669,0.041992,0.086942,1.057738,-0.006536,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,623,1,,accepted_residual_verified,0.030788,0.018000,1.797777,127,0.023438,0.066406,0.092929,1.059968,-0.016000,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,627,1,,accepted_v22_pose_chain_context,0.025473,0.018000,1.487387,120,0.023763,0.033529,1.865989,1.938462,-0.159664,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,631,1,,accepted_residual_verified,0.021125,0.018000,1.201185,155,0.029948,0.035807,0.229793,1.117555,-0.006897,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,633,1,,accepted_residual_verified,0.020198,0.018000,1.177845,118,0.025065,0.052734,-0.039939,0.980091,-0.008850,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,634,1,,accepted_residual_verified,0.021733,0.018000,1.267300,113,0.020508,0.053385,-0.035204,0.981863,-0.009346,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,636,1,,accepted_residual_verified,0.020061,0.018000,1.169811,122,0.024740,0.050456,-0.017950,0.989786,-0.008547,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,638,1,,accepted_residual_verified,0.020283,0.018000,1.242424,115,0.024089,0.037109,0.053720,1.026824,-0.009174,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,642,1,,accepted_residual_verified,0.038063,0.018000,2.232015,137,0.026693,0.042969,0.673349,1.390585,-0.037037,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,643,1,,accepted_residual_verified,0.020681,0.018000,1.159108,113,0.024089,0.037109,0.065936,1.034791,-0.008850,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,644,1,,accepted_v22_pose_chain_context,0.045177,0.018000,2.649177,117,0.027018,0.036784,5.873375,3.698807,-0.139130,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,645,1,,accepted_residual_verified,0.020045,0.018000,1.175428,117,0.026367,0.036784,0.001524,1.001132,-0.008696,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,683,1,,accepted_residual_verified,0.020908,0.018000,1.985381,148,0.031901,0.023112,0.140896,1.073974,-0.020270,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,686,1,,accepted_residual_verified,0.019758,0.018000,1.737540,167,0.039388,0.027995,0.097018,1.064834,0.000000,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,688,1,,accepted_residual_verified,0.020224,0.018000,1.778491,191,0.043620,0.028320,0.070086,1.048597,-0.016043,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,692,1,,accepted_residual_verified,0.019984,0.018000,1.600415,199,0.043620,0.023438,0.057064,1.033306,-0.020305,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,694,1,,accepted_residual_verified,0.019435,0.018000,1.556459,225,0.048177,0.028646,0.024524,1.017616,-0.004525,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,695,1,,accepted_residual_verified,0.019089,0.018000,1.431427,220,0.045573,0.028971,0.019007,1.013675,-0.009091,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,698,1,,accepted_residual_verified,0.018498,0.018000,1.302696,191,0.038737,0.029948,0.002997,1.002118,0.000000,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,700,1,,accepted_residual_verified,0.023953,0.018000,1.613155,174,0.035807,0.034505,0.560100,1.422524,-0.035928,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,701,1,,accepted_v22_pose_chain_context,0.028901,0.018000,1.899413,198,0.041667,0.028646,1.659979,2.224349,-0.125000,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,702,1,,accepted_v22_pose_chain_context,0.026709,0.018000,1.704940,186,0.036133,0.031250,0.978189,1.615717,-0.092896,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,703,1,,accepted_residual_verified,0.021901,0.018000,1.364797,218,0.045573,0.034180,0.122159,1.092927,-0.004673,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,704,1,,accepted_residual_verified,0.022026,0.018000,1.340096,225,0.046875,0.031250,0.187379,1.131962,-0.018100,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,705,1,,accepted_residual_verified,0.023050,0.018000,1.378261,231,0.048177,0.030599,0.329119,1.246630,-0.026432,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,708,1,,accepted_v22_pose_chain_context,0.028545,0.018000,1.691706,222,0.043945,0.024740,1.368453,1.854611,-0.095455,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,709,1,,accepted_residual_verified,0.020444,0.018000,1.194964,228,0.045573,0.031901,0.081200,1.055466,-0.008969,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,711,1,,accepted_residual_verified,0.019127,0.018000,1.100490,192,0.036784,0.031250,0.022523,1.012255,-0.010471,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,713,1,,accepted_v22_pose_chain_context,0.039148,0.018000,2.252450,146,0.032878,0.028646,7.456039,4.434477,-0.356643,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,714,1,,accepted_v22_pose_chain_context,0.030191,0.018000,1.737127,133,0.026367,0.036133,1.781024,1.779357,-0.176923,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,715,1,,accepted_residual_verified,0.020526,0.018000,1.154815,194,0.038086,0.034180,0.183672,1.089788,-0.021390,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,716,1,,accepted_residual_verified,0.022077,0.018000,1.226516,200,0.041992,0.032878,0.203811,1.131692,-0.030612,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,725,1,,accepted_residual_verified,0.021044,0.018000,1.231690,236,0.043945,0.030924,0.144115,1.091199,-0.017167,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,730,1,,accepted_residual_verified,0.021991,0.018000,1.342561,174,0.032552,0.036133,0.382753,1.176868,-0.046784,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,732,1,,accepted_residual_verified,0.023270,0.018000,1.448577,239,0.044596,0.033854,0.505523,1.322641,-0.035088,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,737,1,,accepted_residual_verified,0.019586,0.018000,1.334285,167,0.035482,0.026042,0.027749,1.013872,-0.012048,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,785,1,,accepted_v22_pose_chain_context,0.021426,0.015593,2.473363,201,0.037109,0.042643,0.326615,1.123718,-0.055838,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,839,1,,accepted_residual_verified,0.011645,0.010199,2.055186,199,0.038086,0.025391,0.048242,1.024787,0.000000,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,876,1,,accepted_residual_verified,0.006389,0.005569,2.064776,199,0.039388,0.007812,0.037058,1.015532,-0.005208,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,877,1,,accepted_v22_pose_chain_context,0.017699,0.005569,5.720174,194,0.038737,0.008789,4.643897,2.962084,-0.324468,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,878,1,,accepted_v22_pose_chain_context,0.015853,0.005569,5.123486,188,0.040690,0.008138,1.963338,1.886817,-0.164835,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,879,1,,accepted_v22_pose_chain_context,0.021633,0.005569,6.991710,203,0.042643,0.006836,2.917699,2.455053,-0.210000,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,880,1,,accepted_v22_pose_chain_context,0.018994,0.005569,6.138853,132,0.028320,0.004883,2.883668,2.141801,-0.221374,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,881,1,,accepted_v22_pose_chain_context,0.012349,0.005799,3.833053,163,0.029622,0.000000,0.468327,1.167121,-0.098160,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,882,1,,accepted_v22_pose_chain_context,0.020480,0.005799,6.356529,189,0.038737,0.000000,1.084045,1.407445,-0.137566,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,883,1,,accepted_v22_pose_chain_context,0.015391,0.006067,4.565973,189,0.042318,0.000000,0.509342,1.189902,-0.079365,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,884,1,,accepted_residual_verified,0.016603,0.006067,4.925518,211,0.041992,0.000000,0.200164,1.090408,-0.023697,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,885,1,,accepted_residual_verified,0.009002,0.006662,2.432443,202,0.044922,0.000000,0.147052,1.064438,-0.019802,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,886,1,,accepted_v22_pose_chain_context,0.015713,0.007859,3.598735,158,0.033854,0.000000,0.432302,1.157696,-0.094937,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,888,1,,accepted_residual_verified,0.009536,0.008696,1.973730,204,0.037435,0.000000,0.015976,1.007063,0.000000,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,889,1,,accepted_residual_verified,0.009458,0.009126,1.865572,184,0.036784,0.000000,0.001132,1.000569,0.000000,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,893,1,,accepted_residual_verified,0.016782,0.009926,3.043445,225,0.044922,0.000000,0.227349,1.110865,-0.026667,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,894,1,,accepted_residual_verified,0.010280,0.010025,1.845834,224,0.043945,0.000000,0.005262,1.002227,0.000000,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,896,1,,accepted_v22_pose_chain_context,0.016014,0.010025,2.875461,208,0.044271,0.000000,0.403772,1.180361,-0.067308,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,897,1,,accepted_v22_pose_chain_context,0.035357,0.010025,6.348436,187,0.038737,0.000000,4.207962,2.518342,-0.299465,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,898,1,,accepted_v22_pose_chain_context,0.019967,0.010232,3.512610,188,0.037760,0.000000,1.261799,1.508280,-0.122340,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,901,1,,accepted_residual_verified,0.010799,0.010680,1.819985,242,0.048177,0.000000,0.000688,1.000303,0.000000,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,919,1,,accepted_residual_verified,0.014484,0.011738,2.221177,224,0.047852,0.022461,0.051261,1.024436,-0.013636,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,929,1,,accepted_residual_verified,0.016513,0.011129,2.670628,226,0.040690,0.021159,0.390748,1.155939,-0.049327,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,936,1,,accepted_v22_pose_chain_context,0.019130,0.010978,3.136584,201,0.043294,0.023763,0.793071,1.330307,-0.128866,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,937,1,,accepted_residual_verified,0.014169,0.010978,2.323224,230,0.042969,0.022461,0.088473,1.041465,-0.031390,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,942,1,,accepted_residual_verified,0.013966,0.011373,2.210322,242,0.049805,0.030599,0.083824,1.045582,-0.025641,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,950,1,,accepted_residual_verified,0.015937,0.012189,2.353464,230,0.046224,0.026367,0.155669,1.072976,-0.026316,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,951,1,,accepted_residual_verified,0.016504,0.013525,2.196544,244,0.048828,0.029297,0.158961,1.085633,-0.024896,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,953,1,,accepted_residual_verified,0.016556,0.014195,2.099454,209,0.043620,0.024089,0.050435,1.026280,-0.004854,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,966,1,,accepted_residual_verified,0.017669,0.015597,2.039019,220,0.043294,0.042643,0.110443,1.056893,-0.023256,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,979,1,,accepted_v22_pose_chain_context,0.021556,0.016134,2.404937,143,0.029948,0.044596,0.791036,1.324699,-0.106870,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,981,1,,accepted_v22_pose_chain_context,0.021156,0.016678,2.283307,159,0.032552,0.039388,0.404242,1.169137,-0.071895,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,982,1,,accepted_residual_verified,0.024595,0.016678,2.654505,173,0.034831,0.035482,0.213161,1.113320,-0.011905,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,983,1,,accepted_v22_pose_chain_context,0.027782,0.016968,2.947198,171,0.037435,0.029622,1.684846,2.140509,-0.090361,0,,,,
